timestamp,tweet,content,emotion,username,followers,location,state
7/9/19 7:54,"@denhamsadler Many disagree with the concept of social housing and believe that fully government managed public housing estates is a preferable solution, which is an interesting and complex debate, however I thought the omission of this info was worth pointing out",Comment,Neutral,coder_bec,1631,"Melbourne, Victoria",
7/9/19 7:33,@ScottMorrisonMP Public housing public housing  public housing  public housing public housing public housing public housing public housing please I beg you,Comment,Frustrated,PaulaG62877024,8,,
7/9/19 7:31,"@JmarrMarr Happy to pay towards public housing, Sky News appeals to the most selfish people",Irrelevant,Frustrated,sharkiemick,1660,straya ,
7/9/19 7:29,@ScottMorrisonMP I'll trade my tax cut if you build public housing for the homeless......Oh that's right tax was your only platform. Sorry P.M. I would give Labour a hard time if they thought that a tax cut was there only idea.,Comment,Frustrated,ken1007tpgcoma1,12,,
7/9/19 7:27,"The only solution to a safe and secure place to live is public housing. Too many people, including regilious groups, are making money out of people in difficult life circumstances. #auspol #fairgo4all https://t.co/TC8FaHGk40",Irrelevant,Frustrated,1Hendorable1,1412,Australia,
7/9/19 7:22,Housing should be the job of the government we've seen that the private sector can't adequate house a country and we've seen countless successful models where public housing works more efficiently and effectively,Comment,Frustrated,sir_propane,211,S'puyalupubsh land,
7/9/19 7:20,"@KamalaHarris If taxpayers pay for everything it may be more successful than the past assistance created by legislators.    https://t.co/MVJqvYHSh3    Section 8 and Public housing failures, etc., none of these are considered assistance Kamala?  How about assistance with $ management skills?",Question,Frustrated,wesf51,17,South Coast of Oregon,OR
7/9/19 7:18,"@abcnews @TimCostello @janeenorman Existing public housing would need to be renovated, more public housing built &amp; be available for all people who'd like to rent, no matter their income or assets.",Maintenance,Frustrated,M_Sighil,867,,
7/9/19 7:13,"@JulianBurnside Hi I'd love to know where all this affordable housing is. When I was homeless I was told the waiting list for public housing was 20 years. As for the private rental market, every open for inspection for the cheapest shittiest flats were over-run with DINKs saving for deposit",Experience,Frustrated,kellulz,467,Melbourne,
7/9/19 7:09,"@JulianBurnside ""our government seems to understand the importance of good affordable public housing"" NARRATOR VOICE: They did not understand it.",Comment,Frustrated,AlisterAir,312,"NBNville, Melbourne",
7/9/19 7:01,Smoke-free public housing reduces secondhand smoke by 46 percent https://t.co/hbGtQSGs7E https://t.co/VohnZfgIeB,News,Neutral,ManageAffordabl,19,,
7/9/19 6:54,"@beckstuart @JeremyPoxon If only we knew how to grow that easily and fast growing plant #HEMP for fire-resistant, well insulated (public) housing...  #springst #auspol",Irrelevant,Frustrated,CannabisFairy69,2294,"BrisVegas, Australia",
7/9/19 6:53,"Come over to the north and see all the public housing estates they\xe2\x80\x99ve pulled down, ready to sell to private developers: https://t.co/u4eoqfvhDf",Irrelevant,Neutral,alexbhathal,5399,Wurundjeri Country (Preston),
7/9/19 6:52,"Seoul mayor pledges more public housing for newlyweds, youth https://t.co/c88meOZrYn",Irrelevant,Neutral,mmaen07896,5772,,
7/9/19 6:45,@maxuthink I don't think you're allowed to run for Kooyong if you understand public housing.,Irrelevant,Frustrated,phantasmaglo,331,"Melbourne, Australia",
7/9/19 6:45,Also public housing is being sold off. Also there is a seriously increasing number of people sleeping rough. Weren\xe2\x80\x99t you a Greens candidate dude?,Comment,Frustrated,imogenrq,1609,likely on PT complaining,
7/9/19 6:45,@AOC How about the people in public housing GET JOBS instead of living off the public government 40-50 years!,Comment,Frustrated,SKalinchak,140,United States,
7/9/19 6:45,Exclusive: Public housing tenants trashing properties and racking up huge bills  https://t.co/TGTxLyltBe,News,Neutral,Colin_J_Potts,2078,"Sydney, New South Wales",
7/9/19 6:42,"@TheLumpenprole @BennyAce @antoniogm Maybe a better comparison would be the non-coastal U.S. For an example of how great public housing is, look at NYCHA.",Comment,Frustrated,StephenBuell2,8,,
7/9/19 6:38,Biggest cause of homelessness for women in Victoria is domestic violence because there is not enough public housing in the state. But go off I gues. https://t.co/Sk3woZ8sTH,Irrelevant,Frustrated,imogenrq,1609,likely on PT complaining,
7/9/19 6:02,"@SisterOMalley @smh you could build some public housing, might even stimulate the economy",Comment,Frustrated,RossCooper3,8,Regional Victoria,
7/9/19 5:55,"@JaneCaro @rickspencer68 The more enlightened he appears re homelessness, the less horrific it appears to be and that follows in his tiny mind the less money that has to be spent on \xe2\x80\x9cugh!\xe2\x80\x9d Public housing-that makes sense now doesn\xe2\x80\x99t it?",Comment,Frustrated,DerekRobinson2,1050,"Wodonga, Vic, Australia",
7/9/19 5:51,"@JulianBurnside Yr kidding aren't you? The Andrews govt has sold off inner city public housing to developers, on a promise of 'social housing',breaking up communities and growing the waiting list. Given how many houses yv got, you need to have inform yrslf better",Comment,Frustrated,leongillingham,4,,
7/9/19 5:49,"@indica2007 @JenHogben I taught teachers in China a few years ago. We discussed all sorts of things from public housing, retirement age, renewable energy &amp; so on. They've certainly got problems, but my students were stunned that we're so backwards, when they had the impression it's all wonderful here.",Irrelevant,Neutral,traverselife,1565,On Bunnerong land,
7/9/19 5:44,It's worth remembering: the most important infrastructure is good affordable housing in our urban areas. We're lucky in Victoria: our government seems to understand the importance of good affordable public housing,Irrelevant,Frustrated,JulianBurnside,161126,"Melbourne, Victoria",
7/9/19 5:24,@traverselife @JenHogben look with intrest rate at 1% world wide we could borrow like the clackers and build 100 years worth of public housing we giggle at chinas ghost citys .... we shouldnt that what they are public housing for future,Comment,Frustrated,indica2007,3047,"Geelong, Victoria",
7/9/19 5:23,@anglicare_aust we cant talk about homelessness without speaking about newstart and youth allowance and student allowance all 12 k a year under poverty line and more   this is the main reason .... but also lack of public housing but that 246 bills below the poverty line of course we have noplace,Comment,Frustrated,indica2007,3047,"Geelong, Victoria",
7/9/19 5:18,"@marcuskelson @jaynie44 We could have put so much more positive social policy in place during those years than we did Party infighting and media interference from the Murdochracy pretty much wasted those years We could have funded public housing, set up federally funded rehabs and mental health centres",Irrelevant,Frustrated,madeiraglow_kel,250,"Safety Bay, Perth (WA)",WA
7/9/19 5:18,"@Triplejay58 Instead of the Coalition fighting for the right to be nasty tossers why not focus on the need for more public housing, support for the homeless and those at risk.  We are being governed by crooks and zealots.",Irrelevant,Frustrated,FOIcentric,4473,"Canberra, Ngunnawal Country",
7/9/19 5:17,"@JohnVWeber94 I have a personal preference for building public housing in close proximity to the wealthy but I\xe2\x80\x99m prepared to compromise - South Yarra, Brighton, Camberwell, or Portsea, I don\xe2\x80\x99t mind which!",Irrelevant,Neutral,tracksuitpant,142,"Melbourne, Victoria",
7/9/19 5:13,@tracksuitpant Mass Public Housing construction programs are one of the most common sense economic policies. Especially in regional or outer suburban areas.,Comment,Neutral,JohnVWeber94,783,"Melbourne, Victoria",
7/9/19 5:01,@Think1_1981 @IamJohnBurnett @angelvanstark @MJtheProphet @AOC Don\xe2\x80\x99t you realize it\xe2\x80\x99s the Democrats that have failed the public housing for yrs? Come one bud this chick is not from the hood nor does she have any clue as to how corrupt the system is.,Comment,Frustrated,pd21590,294,"New York, USA",NY
7/9/19 4:55,"@IamJohnBurnett @MJtheProphet @AOC No, you\xe2\x80\x99re trying to change the subject. You don\xe2\x80\x99t give a fuck about public housing.",Comment,Frustrated,parterre,3207,"New York, NY",NY
7/9/19 4:48,"Technology is wild. Google allows me to reminisce and explore the public housing unit I grew up in, in England, Apple allows me to capture my exploration with screen capture video and Twitter allows me to share that with you https://t.co/kvdqJj0SqT",Irrelevant,Neutral,NaithanJones,14427,,
7/9/19 4:46,"The style has been most commonly used in the design of institutional buildings such as libraries, courts, public housing and city halls. https://t.co/uTOA4cvJOH",Irrelevant,Neutral,ratbeak,134,she/her,
7/9/19 4:46,"@akuscg @WindsorTrader33 @DanielWestfall0 @SpaceForceBravo @PaulineSandwich @TheMartyrSpeaks @naturelover3333 @ShellyRKirchoff @calijeff1 @TrumpSugar @akvawe66 @Debi129 @Youarenumbee6 @donnnie @PhilipEMSkinne1 @misshellca @laundry_guy @teriross69 @TT197 @Proverbman1 @DanFoc77 @zaharias19 @mediadontmatta @johnnyfov6 @truckrogers1 @HouseOfJames2 @SBDSoultrain @Love_On70 @PeterValdo @LeonWhi63670221 @NYCHrvat @blairarthur1 @Apritions @LisaMee16463928 @DeplorableNew @GoofyGary7 @instinctnaturel @FnicholasR @phil_mckraken @VitoCor80006380 @alshadowdancer @gorillastyle @BENDlTA @BenShapiro20213 @GonzoBaggins @GOPkleptocrat @macguydave @MollyJongFast @brycetache Exactly!! Now, I don\xe2\x80\x99t want the kids to starve, but we need to cut these benefits off for illegal immigrants. At least Trump just said they can\xe2\x80\x99t use our public housing, and instead of EBT cards, give them food rations. Treat the kids medically, but adults, no. Stop incentivizing",Policy Decision,Frustrated,MolCZet,3800,Nowhere USA,
7/9/19 4:38,"@CallMeGdubG @DougHageman @BethLynch2020 @mistymtnreverie I would say that if I thought anyone actually cared about having safe, healthy and thriving public housing. That\xe2\x80\x99s why this sucks no matter how you look at it. Government isn\xe2\x80\x99t a good landlord either. \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f",Maintenance,Frustrated,conduitofhealin,1015,"NYC, NY",NY
7/9/19 4:38,@JanetteMattey @noplaceforsheep Is it a coincidence that public housing investment was neglected at around the same time as negative gearing was being promoted??? Was this the desired effect???,Question,Frustrated,madeiraglow_kel,250,"Safety Bay, Perth (WA)",WA
7/9/19 4:32,"@Eugene_V_Dabbs @antoniogm ""No new housing unless it\'s public housing"" is a way to sound progressive while preventing any new housing from actually getting built. Everyone can see through that.",Comment,Frustrated,Noahpinion,145368,"San Francisco, CA",CA
7/9/19 4:31,"@pd21590 @IamJohnBurnett @angelvanstark @MJtheProphet @AOC Fort green projects in Brooklyn, bro. Lived there for years. @AOC made her statement about the public housing issue and how it is a human rights issue. But then again, La Dama Congresista @AOC seems to be everybodies Target of ire on the right these days.",Comment,Frustrated,Think1_1981,17,"Melbourne, FL",FL
7/9/19 4:29,@antoniogm @Noahpinion FREE PUBLIC HOUSING NOW,Comment,Frustrated,Eugene_V_Dabbs,23,,
7/9/19 4:27,"After detailed research on 1941-1949, we still cared about public housing.",Comment,Neutral,Info_Scientists,1787,Librarians are everywhere.,
7/9/19 4:27,"@PPDaley @vanbadham @hamishNews @David_Speers Luke Howarth get real you punch,you have no idea about public housing check out the waiting list for the unfortunate .",Comment,Frustrated,Cranky_ole_man,45,,
7/9/19 4:12,"@scottsantens I'll add here that it took two months to get on the public housing waitlist but I was booted off in less than 10 days for failing to get the mail delivered on time - the wait WAS 5+ YEARS, and now it's nearly 8 years, because they axed 250+ public housing units in KC last year.",Comment,Frustrated,kaimm,399,Kansas City,KS
7/9/19 4:10,@LondonBreed @ClaraJeffery BUILD     PUBLIC      HOUSING  MAKE       IT     FREE  HOUSING    IS    A   BASIC    RIGHT,Comment,Frustrated,Eugene_V_Dabbs,23,,
7/9/19 4:08,@MadeinTerry You still in them Florida public housing buildings with rats,Maintenance,Frustrated,AndroidIzzy,253,,
7/9/19 4:06,@JenHogben i have looked at social housing the system used in stated build to rent all that rubish and its a rort as developers dont want low-income tenants over time its become a rort one of ways trump made money its a way to steal public housing dollar,Comment,Frustrated,indica2007,3047,"Geelong, Victoria",
7/9/19 3:59,Seize all golf courses without compensation and turn them into ecologically friendly green public housing with plenty of space for parks and open recreational areas tbh,Irrelevant,Frustrated,Natcromancer,242,Damnsara,
7/9/19 3:59,@LukeHowarthMP I would prefer Services for all reather than tax cuts for some. You could have postponed the tax cuts and funded public housing- which saves $$$ by reduced expenditure on legal &amp; health services https://t.co/2SNHw98erH,Comment,Frustrated,SisterOMalley,699,Armidale NSW,
7/9/19 3:56,"@samhainous @BethLynch2020 @mistymtnreverie Listen... I don\xe2\x80\x99t know if you know, but, Public housing has some of the WORST living conditions in the country. That\xe2\x80\x99s the fact of it. Again... this idea that a fine will help government housing and landlords find their  better Angels... I repeat, the border reflects the truth.",Comment,Frustrated,conduitofhealin,1015,"NYC, NY",NY
7/9/19 3:55,"@slpng_giants_oz I live in his electorate. We have homeless people being moved on by council, they have no where to go . He sprouts on about the millions the LNP and the state government have given for a sporting venue in his electorate how about a little of that for public housing.",Policy Decision,Frustrated,PatriciaBalchi2,14,,
7/9/19 3:51,"@conduitofhealin @BethLynch2020 @mistymtnreverie Ok, I'm emotional and you're emotionless. That make you feel superior?  A realistic approach is simple. Fine the people that break the laws. Put those fines into public housing. Not only will the landlords lose money via fines, they'll lose possible tenants to cheaper housing.",Comment,Frustrated,samhainous,38,"Shit House, KY",KY
7/9/19 3:49,Do foreign comrades know that Chinese Communist ibankers controlling HKSAR gov abolished rent control n privatized public housing\xe2\x80\x99s shopping centres? They must be mindfucked by the fact British colonists were more socialist then Chinese comrades #Hongkong  https://t.co/Djoa9tV39g,Irrelevant,Neutral,Badcanto,979,,
7/9/19 3:49,@JenHogben yer mum always called this house a council house i like that system letting councils run local public housing ... as its more local,Comment,Neutral,indica2007,3047,"Geelong, Victoria",
7/11/19 16:14,Broke: Singapore is a free market utopia   Woke: Singapore is a socialist utopia because everyone lives in public housing   Bespoke: Singapore is a neoliberal utopia because the fact that everyone lives in public housing blocks means there are no NIMBYS,Irrelevant,Frustrated,DIorioNathaniel,2657,"High Park-Swansea, Toronto",
7/11/19 16:14,Local lawmakers said one of the most pressing needs for federal involvement is the expansion and modernization of public housing.\xc2\xa0https://t.co/WsvlVlP2BZ,News,Neutral,routefifty,5656,"Washington, D.C.",WA
7/11/19 16:13,The problems that smoking causes for public housing:  https://t.co/FAs7fH7moo #nchph #HealthyHomes #publichousing,News,Neutral,NCHPHorg,646,"Alexandria, VA",VA
7/11/19 16:10,"Hey Democrats, before you demand ""public health care"" I suggest you look at ""public housing."" Do you really want your life to depend on an inept bureaucracy ?",Comment,Frustrated,Colony14,3814,In the fray,
7/11/19 16:09,"@QuintonLucasKC Thanks for your swift response. I hope the day comes when below market rent &amp; PUBLIC housing get same attention of luxury developers. I voted for you, read/wrote about/critiqued your housing proposal &amp; hope you can focus attention on disadvantaged Kansas Citians. Have a good day",Policy Decision,Frustrated,Mohn_Jichael,242,Missouri,MO
7/11/19 16:06,"@waltshaub On the other hand, the Mayor also tooksteps to divert funds from the sport funds to pay repairs at public housing for which the bids to repair were made by questionable political favored companies!",Policy Decision,Frustrated,hebrwn,144,,
7/11/19 16:06,"With the help of a dedicated crew of clients and testers, we have worked hard to make MRI's vision for public and #affordablehousing a reality. Visit us at @NAHROnational in Boston this week to speak with our team! https://t.co/NW78qd62aZ #PHA https://t.co/nH0tlC8hus",News,Positive,mrisoftware,2162,"HQ: Cleveland, OH",OH
7/11/19 16:05,@SylvesterDemps3 @SimonHarrisTD If there are people working in a household the rent can often match a mortgage but so many people look down on social/public housing and consider it's free,Comment,Frustrated,mgtmaryrose,2122,"Bray, Co.Wicklow",
7/11/19 16:04,Friday on #Fronteras: Our @MarfaRadio colleague @celizario talks with @ajcorchado and @AngelaKBorder about reporting on the border. And...young people living in San Antonio public housing get paid to do art all day. Fri at noon @TPRNews  Download the Fronteras podcast! https://t.co/6dcqjwd8z5,Comment,Frustrated,NormDog1,402,"San Antonio, TX",TX
7/11/19 16:01,"Could increasing spending on social services improve healthcare?  ""One reason the United States spends more on health care than any other nation ... is that we spend far less on social services like food stamps, free school lunches and public housing.""  https://t.co/XZK2AXMV0Z",Question,Frustrated,STLPromiseZone,943,"St Louis, MO",MO
7/11/19 16:00,"\xe2\x80\x9cThis proposed rule change isn\xe2\x80\x99t about fairness or reining in scarce public resources,\xe2\x80\x9d Louise Carroll, commissioner of the city\xe2\x80\x99s Department of Housing Preservation and Development, said in a statement. \xe2\x80\x9cIt\xe2\x80\x99s about weaponizing immigration status and... https://t.co/wupgYpUYLW",Policy Decision,Frustrated,HousingJustice3,70,"Philadelphia, PA",PA
7/11/19 15:58,The Delaware where @JoeBiden began his career was still emerging from Jim Crow. He supported public housing &amp; civil rights but also sent empathetic signals to whites upset about integration. Read @evanhalper on the straddles Biden would rather not discuss. https://t.co/YdAkkX1VDw,Comment,Neutral,DavidLauter,7849,,
7/11/19 15:55,"That\xe2\x80\x99s because the democrats, starting with Lyndon Johnson, placed them in public housing with just enough free stuff to allow them to exist and not EVER get ahead. You do remember what he said? You, Harris pig, was and still is the problem, NOT the solution. https://t.co/9ofsCqLEt0",Comment,Frustrated,dontalley,4150,"Tennessee, USA",TN
7/11/19 15:55,"@KamalaHarris That\xe2\x80\x99s because the democrats, starting with Lyndon Johnson, placed them in public housing with just enough free stuff to allow them to exist and not EVER get ahead. You do remember what he said? You, Harris pig, was and still is the problem, NOT the solution.",Comment,Frustrated,dontalley,4150,"Tennessee, USA",TN
7/11/19 15:54,"@paul_d_collins @AhoraMadrid This is from El Mundo newspaper, which is not neutral. You forgot to mention the reduction of the enormous debt left by @GrupoPPMadrid, not selling public housing to vulture funds, the success of Madrid Central. In my district the streets are much cleaner than under Botella.",Irrelevant,Frustrated,jsianj,1349,"Madrid (Lavapiés), Españistan",
7/11/19 15:49,"@Mara_Skvrl @nikoCSFB @Fiorella_im It\xe2\x80\x99s not \xe2\x80\x9csymbolic\xe2\x80\x9d , it\xe2\x80\x99s extremely concrete, practical and could even gain GOP support. Real people are barred from public housing or evicted because- for ex. a teen gets caught w drugs.- or evicted because a guest is loud in the parking lot, with no recourse. This fixes that",Comment,Frustrated,DesireeCPO30,392,,
7/11/19 15:48,"If public housing residents got out of the ""the porter will take care of it cuz it\'s their job"" mentality, niggas would be a lot more comfortable where they live.",Comment,Frustrated,SirBreadicus,117,,
7/11/19 15:48,Dublin City Council are committed to building public housing on public land. If government or management stand in the way of this we will call them out on it. People have had enough - we must deliver now. https://t.co/dmxNEBCWH1,Irrelevant,Frustrated,CatzStocker,1288,"Dublin City, Ireland",
7/11/19 15:45,Secretary Ben Carson to Move Illegal Aliens Out of Public Housing  https://t.co/1b2BZS2uRV,News,Neutral,VickiTaylor7,714,,
7/11/19 15:45,"@maccoinnich @BranBrez @pdx4all But please don't act like championing one, developer-led stopgap measure means that y'all are actually invested in solutions to houselessness. Make free public housing a real part of any of your work and we can talk. Until then, proof's in the pudding.",Comment,Frustrated,pdxassembly,342,"Portland, OR",OR
7/11/19 15:45,(oh and they're demoing 100+ more public housing units but don't worry now they're offering them first pick),Comment,Frustrated,thebetterozzy,43,United States,
7/11/19 15:44,"WOW this is surely a replacement. how the fuck is this ""philanthropy."" all it does is fuck over those in particularly dire straits while keeping those doing okay, all while privatizing housing. God damn. I\'m sure the public housing was in horrible condition, but this doesn\'t fix",Comment,Frustrated,thebetterozzy,43,United States,
7/11/19 15:44,"jfc it\'s worse than I thought it\'s ""not for profit"" philanthropic gentrification. yknow the kind where they demolish 300 public housing units and 10(!) years later open 101 units, minimum ~$500 a month for a 1 bed 1 bath apt IF YOU APPLY FOR THE HIGHEST SUBSIDIES",Comment,Frustrated,thebetterozzy,43,United States,
7/11/19 15:35,AOC And Kamala Harris File Bill Protecting Drug Offenders From Losing Public Housing | Marijuana Moment https://t.co/58OEZOyA0f,News,Neutral,obtusemental2,299,"Humboldt Hill, CA",CA
7/11/19 15:34,"#ThursdayThoughts   Foreign invaders? REMEMBER. They work under false ID show no income in real name.  Illegal for US citizens but not for them  We support them, their money goes home, .. Secretary Ben Carson to Move Illegal Aliens Out of Public Housing  https://t.co/1rSeJeOrJ8",Comment,Frustrated,Hendricks_D,68,,
7/11/19 15:32,Public housing to them Virgin Islands they say that them mulaboys be wilding bitch go get my album \xf0\x9f\x8e\xbc,Comment,Frustrated,MULABOYSKEE,1134,"Newark, NJ",NJ
7/11/19 15:31,ACLU-CT and Connecticut Coalition to End Homelessness file public comment opposing federal proposed rule on \xe2\x80\x9cmixed-status\xe2\x80\x9d families in public housing and Section 8 programs https://t.co/W9PJ4NzeA5,Policy Decision,Neutral,AnthonyHowardC,1095,"Fairfield Co., CT",CT
7/11/19 15:30,"""We need more homes of all kinds. That means market-rate, subsidized affordable, public housing, and vouchers."" said Matthew Lewis of California YIMBY. Matt Lewis of N4MN added ""And in order to do that, we need our cities to be zoned to allow them.""",News,Frustrated,avocadoplex,675,"Minneapolis, MN",MN
7/11/19 15:29,"@SenKamalaHarris @AOC In the past, being a convicted felon disqualified you from living in public housing.  Has that been changed?",Comment,Frustrated,JanePeay,359,,
7/11/19 15:26,"Nashville Fire says there was at least one working smoke alarm in Edgehill public housing unit that caught fire nearly 2 weeks ago. The fire killed two men, whose funerals are tomorrow. *The Dept previously told News 2 there were no working smoke alarms but issued a correction. https://t.co/szcnFGzRjd",Maintenance,Frustrated,JessicaJagsTV,3241,"ÜT: 38.068769,-78.484646",
7/11/19 15:25,"@ReiTheHispanic @kevyna30 @TwitterMoments I think there should held short term  at the places they use now and every child that comes in should have to do a DNA test with whoever they came with and if they match then you move them into a public housing unit, or have apartments they live in until there claim is dealt with",Comment,Frustrated,ColeBertrand3,3,,
7/11/19 15:20,"Actually on consideration the sign does acknowledge the public housing, because the walking path walks around it, not through.",Comment,Frustrated,zora,3669,"Astoria, Queens",
7/11/19 15:20,I love it when real estate developers just pretend there\xe2\x80\x99s no giant public housing complex between their condos and their customers. https://t.co/My2j874Pqw,Comment,Frustrated,zora,3669,"Astoria, Queens",
7/11/19 15:20,"The proposed Fair Chance Housing Act of 2019 would reform the federal government\xe2\x80\x99s eviction policies, making it easier for those with a criminal history to receive and maintain public housing. #AffordableHousing   https://t.co/qxVLxht1JA",Policy Decision,Neutral,SafetyNetUJC,317,"New York, NY",NY
7/11/19 15:16,NH woman living in public housing told to take down her Trump 2020 flag https://t.co/lfc5hvZlL8 via @WGME,News,Neutral,bangordailynews,92018,Maine,ME
7/11/19 15:13,"How can we #SAVENYCHA? What lessons can we learn from London?   Read this new op-ed in @CrainsNewYork by @chpcny's Exec. Director, Jessica Katz--&gt; https://t.co/jWGwNtE3Nh",Irrelevant,Neutral,chpcny,813,New York City,NY
7/11/19 15:09,"Commish Carroll of @NYCHousing on proposed HUD rule on mixed status families: this isn\xe2\x80\x99t about fairness or reining in scarce public resources, it\xe2\x80\x99s about weaponizing immigration status and pushing 25k families across the country out of their homes https://t.co/3HJqCI7EnH",Policy Decision,Frustrated,ElizabethWisman,1711,"New York, NY",NY
7/11/19 15:08,"\xe2\x80\x9cIn fact, the agency\xe2\x80\x99s analysis indicates that fewer households from the wait list would get housing than the number of families evicted.\xe2\x80\x9c Bottom line, this is not about the wait list, will exacerbate homelessness and will actually hurt PHA\xe2\x80\x99s financially. https://t.co/kvuBK81b5U",Comment,Frustrated,mkingviehland,128,"Rowland Heights, CA",CA
7/11/19 15:08,"@CCEHtweets\'s @Richard_S_Cho and @acluct submitted a public comment opposing @HUDgov\'s proposed anti-immigrant rule change seeking to ban ""mixed-status"" families from living in Section 8 or public housing. Please join us in speaking out against this cruel and senseless proposal. https://t.co/GvBtOGyGY3",Policy Decision,Frustrated,DavidMcGuireEsq,7228,"Hartford, CT",CT
7/11/19 15:07,"Edgehill Fire: NFD reverses initial findings, says public housing unit had 1 working smoke alarm. Open app for more.  https://t.co/1dtwi182XG  (Via WKRN News)",Maintenance,Neutral,CB_Cotton,817,"Nashville, TN",TN
7/11/19 15:03,"#TBT from 1998!   During the last Ordinance hearing on the Affordable Housing Overlay, there was a great deal of concern about the look of subsidized housing. We already have subsidized housing that is beautiful and adds character to the neighborhood.  https://t.co/YgXZ2wj2Qq https://t.co/J0yXcVi8dH",Comment,Positive,abmusgrave,131,"Cambridge, MA",MA
7/11/19 15:03,"@tonydwagner The problem is, wages have not kept up with rents and a trade agreement has stacked the situation against renters.   We need to get rid of the GATS so we can build public housing for non-wealthy people again.    It and its progeny are blocking the entire progressive agenda.",Comment,Frustrated,policyspacexyz,809,Númenor,
7/11/19 15:03,"DCHA plans to demolish or partially gut some 30% of DC\'s public housing stock, and allow private developers to rebuild and manage these properties. Per DCist, the agency blames ""disinvestment from HUD and the large amount of time that has... https://t.co/91jpzxMyEh",Policy Decision,Neutral,PrologueDC,218,"Washington, DC",DC
7/11/19 15:01,Smoke-free public housing reduces secondhand smoke by 46 percent https://t.co/hbGtQSGs7E https://t.co/erSiAVjIPh,News,Neutral,ManageAffordabl,19,,
7/11/19 15:00,"\xe2\x80\x9cThe 25,000 families represent about 0.5% of the total number of households currently living in public housing or using a voucher. Compare that to recent estimates of the number of households on waiting lists: 1.6 million for public housing and 2.8... https://t.co/j1qZAUGHmA",News,Frustrated,HousingJustice3,70,"Philadelphia, PA",PA
7/11/19 15:00,"New post (Kamala Harris, Alexandria Ocasio-Cortez push for public housing for ex-convicts) has been published on An Outlook In The Daily News - https://t.co/LYJ9y57HwP",News,Neutral,bird45,2843,United States,
7/11/19 15:00,Demolishing public housing in Wellston may be put on hold by St. Louis County Executive | Political Fix | https://t.co/ioMV5YW4as https://t.co/D73LY0paM4,News,Neutral,davolifor,1,,
7/11/19 14:58,Dear @Amazon.com &amp; @AmazonPrimeNow I'm canceling my Prime membership because your @UPS drivers in zip 55421 can't deliver to my door. Too scared to deliver to public housing? Pussies. Boo!,Comment,Frustrated,ALEsmiol,299,urban heat-island edge,
7/11/19 14:57,@Hipster_Trader and they got all free accommodation in a public housing project called prison. they always said go big or go home..,Comment,Frustrated,SiauresR,50,Global,
7/11/19 14:54,8/ There may be inherent limitations with #SDOH screen and refer:  - There are only so many formal resources (eg public housing) and high-risk patients probably already know of/have exhausted these. -Referrals may not address the root cause of poor health and can be dehumanizing,Comment,Frustrated,ShreyaKangovi,856,"Philadelphia, PA",PA
7/11/19 14:52,"I was born poor. Going between a trailer park, homelessness, and public housing. Statistically, I was supposed to get pregnant at a young age and drop out of school. I graduated high school with a CNA cert., Honors, AP, and with a $2,000 nursing scholarship.  Success is a need",Experience,Frustrated,BozzBozz10,31,"South Florida, USA",FL
7/11/19 14:50,"If you are attending the Nat\'l Conf on Tobacco or Health in Mpls in August, consider coming early to participate in ""One Year Later: Lessons Learned from #SmokeFree Public Housing"" on August 26: https://t.co/XaA9e2lOwf @LiveSmokeFreeMN @AmericanCancer @LungAssociation @NHLP @RWJF",News,Neutral,PHealthLawCtr,2271,"St. Paul, MN",MN
7/11/19 14:47,.@AOC and @KamalaHarris just filed new bills to end a federal policy blocking people with certain drug convictions from accessing public housing and scale back a punishment that even evicts residents for marijuana use by their guests.  https://t.co/uUeQKaMyoi https://t.co/NJmOMWiNwc,News,Neutral,tomangell,22893,www.MarijuanaMajority.com,
7/11/19 14:42,Louisville's eviction rate is being ignored as landlords become more aggressive https://t.co/GV6gsDSU2V,News,Neutral,DJLagente,323,"Louisville, KY",KY
7/11/19 14:38,"@azsweetheart013 A place to sleep. However, some people throw away their chance like my parents neighbor by constantly getting drunk cussing saying he is going to burn the apt down and kill the dog.  With my parents in public housing where rent is based on income it was a nightmare to get him out",Experience,Frustrated,CarlFriend1,215,,
7/11/19 14:38,AOC And Kamala Harris File Bill Protecting Drug Offenders From Losing Public Housing by Kyle Jaeger via Marijuana Moment https://t.co/cpctGsoAdF,Policy Decision,Neutral,RefillMyMeds,2389,California,CA
7/11/19 14:31,#stoned #weed https://t.co/p8es2m4DKF AOC And Kamala Harris File Bill Protecting Drug Offenders From Losing Public Housing #KahliBuds #420GrowLife #Cannabis #MMJ #THC #CBD https://t.co/jx67W9XuaH,Policy Decision,Neutral,420growlife,182,"Riverside, CA",CA
7/11/19 14:26,"AOC And Kamala Harris File Bill Protecting Drug Offenders From Losing Public Housing: ""This legislation is one of many steps that need to be taken to repair our broken criminal justice system."" https://t.co/EDGoAtRzro https://t.co/T2lOgtlPoe",Policy Decision,Neutral,MarijuanaMoment,10753,,
7/11/19 14:21,"\xf0\x9f\x91\xa5 Kamala Harris, Alexandria Ocasio-Cortez push for public housing for ex-convicts #Todau #News #World https://t.co/SmEmp04DeZ",News,Neutral,celebritykimdot,34095,United States,
